topology,amplitude,sample,mode_index,raw_R2_train,raw_R2_validation,raw_R2_trainval,capacity_validation,capacity_used,capacity_target_window,c_mech_x,c_mech_y,c_mech_2d,contribution_x,contribution_y,contribution_2d,dominant_raw_feature_name,dominant_product_degree,dominant_frequency_hz,dominant_decay_time_s,dominant_phase,dominant_raw_feature_loading
topology_10_prestress,amp=2.5,sample_0,0,0.5076224654345144,0.5156230758436009,0.5325056165437576,0.5156230758436009,0.5156230758436009,validation,0.06030799821019173,0.04143762215971947,0.05961303412914276,0.031096195802092552,0.021366195753216743,0.030737856402993202,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,5.82*5.82,0.5*1.0,cos*sin,0.16920197010040283
topology_10_prestress,amp=2.5,sample_0,1,0.1287754088052675,-0.022226974501456498,0.04970365128779142,0.0,0.0,validation,0.0027672008145600557,0.00113060069270432,0.002706927480176091,0.0,0.0,0.0,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,1.0*5.0,sin*sin,0.20469649136066437
topology_10_prestress,amp=2.5,sample_0,2,0.772762799926051,0.8330158964895261,0.812249348189566,0.8330158964895261,0.8330158964895261,validation,0.3281346261501312,0.13564932346343994,0.3210456967353821,0.2733413577079773,0.11299804598093033,0.2674361765384674,u_f=5.8200Hz_Td=0.500s_sin,1,5.82,0.5,sin,0.33939051628112793
topology_10_prestress,amp=2.5,sample_0,3,0.2070128972411387,0.326014773607335,0.3015881449761316,0.326014773607335,0.326014773607335,validation,0.0031444791238754988,0.002133272122591734,0.003107238095253706,0.0010251466883346438,0.0006954782293178141,0.001013005618005991,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,0.310930073261261
topology_10_prestress,amp=2.5,sample_0,4,0.21009957932907564,0.21515290481578075,0.24473839581938994,0.21515290481578075,0.21515290481578075,validation,0.0002454779460094869,0.0005305841332301497,0.00025597793865017593,5.2815292292507365e-05,0.00011415671906434,5.507439709617756e-05,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,cos*sin,0.23297008872032166
topology_10_prestress,amp=2.5,sample_0,5,0.26969290018056746,0.1498472437108127,0.21744935478544625,0.1498472437108127,0.1498472437108127,validation,0.000916674907784909,0.0002915790828410536,0.0008936536032706499,0.00013736120308749378,4.3692321924027056e-05,0.00013391152606345713,u_f=5.8200Hz_Td=5.000s_sin,1,5.82,5.0,sin,-0.45436713099479675
topology_10_prestress,amp=2.5,sample_0,6,0.08476629458550133,-0.28015637682826666,-0.12799945623817832,0.0,0.0,validation,0.0002979900746140629,0.00014911360631231219,0.00029250720399431884,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,sin*cos,0.33838391304016113
topology_10_prestress,amp=2.5,sample_0,7,0.0851908457312005,-0.14590935034326935,-0.05262318184096726,0.0,0.0,validation,0.0003137475869152695,0.002687254920601845,0.0004011599812656641,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,-0.38640958070755005
topology_10_prestress,amp=2.5,sample_0,8,0.4093348623283791,0.5414849554595564,0.49702230961545146,0.5414849554595564,0.5414849554595564,validation,0.11558356136083603,0.11580686271190643,0.11559178680181503,0.06258676201105118,0.06270767003297806,0.06259121000766754,u_f=5.8200Hz_Td=5.000s_cos,1,5.82,5.0,cos,0.45500147342681885
topology_10_prestress,amp=2.5,sample_0,9,0.06162865510583404,-0.1467356404529827,-0.060682362060736184,0.0,0.0,validation,0.0011055677896365523,0.000494387757498771,0.0010830591199919581,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.3435682952404022
topology_10_prestress,amp=2.5,sample_0,10,0.15553631965921044,-0.9393614131743988,-0.31734305557469566,0.0,0.0,validation,0.0050014108419418335,0.0006535236607305706,0.004841285292059183,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,-0.3162285387516022
topology_10_prestress,amp=2.5,sample_0,11,0.14347778258009503,-0.04305184074606272,0.03420505442969646,0.0,0.0,validation,0.004027944523841143,0.0017489021411165595,0.003944010939449072,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,-0.41324689984321594
topology_10_prestress,amp=2.5,sample_0,12,0.11849974304964928,-0.05460648720524541,0.0007278301036695023,0.0,0.0,validation,0.005615998059511185,0.0006045669433660805,0.0054314350709319115,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.3470883369445801
topology_10_prestress,amp=2.5,sample_0,13,0.07450686492523395,-0.1393568108260963,-0.04141221501220871,0.0,0.0,validation,0.002097642980515957,0.0004104868567083031,0.0020355076994746923,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,0.42310336232185364
topology_10_prestress,amp=2.5,sample_0,14,0.09541679791251068,-0.11746757050937151,-0.0672526045708246,0.0,0.0,validation,0.0006670401198789477,0.0005994810489937663,0.0006645519752055407,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,-0.4224376678466797
topology_10_prestress,amp=2.5,sample_0,15,0.09344861499849255,-0.19020287755985588,-0.07780609771015845,0.0,0.0,validation,0.0007773476536385715,0.00318640423938632,0.0008660691673867404,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.34951072931289673
topology_10_prestress,amp=2.5,sample_0,16,0.07335632776046219,-0.23095522931653645,-0.09835312724404832,0.0,0.0,validation,0.000380671612219885,3.3417472877772525e-05,0.00036788280704058707,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,-0.3319610059261322
topology_10_prestress,amp=2.5,sample_0,17,0.09461266799551793,-0.012172481262182844,0.016468493358683722,0.0,0.0,validation,1.7759817637852393e-05,0.005378995556384325,0.00021520533482544124,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.29225513339042664
topology_10_prestress,amp=2.5,sample_0,18,0.09365531667745386,0.06855940289060147,0.08006491979114339,0.06855940289060147,0.06855940289060147,validation,0.0025351711083203554,0.0009705877164378762,0.0024775501806288958,0.00017380980716552585,6.654291064478457e-05,0.00016985935508273542,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,0.5448398590087891
topology_10_prestress,amp=2.5,sample_0,19,0.13683314678862213,-0.0884052828881352,-0.01641387706273978,0.0,0.0,validation,0.01700027473270893,0.018507197499275208,0.017055772244930267,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos,1,5.82,0.2,cos,-0.6191955804824829
topology_10_prestress,amp=2.5,sample_1,0,0.4681812122869641,0.5395002435180087,0.535042284905418,0.5395002435180087,0.5395002435180087,validation,0.05816015973687172,0.04851995036005974,0.05778498947620392,0.03137741982936859,0.02617652527987957,0.03117501549422741,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,5.82*5.82,0.5*1.0,cos*sin,0.16933506727218628
topology_10_prestress,amp=2.5,sample_1,1,0.12256520082584044,-0.014683028967806377,0.051633400348047864,0.0,0.0,validation,0.002478777663782239,0.0010472862049937248,0.0024230678100138903,0.0,0.0,0.0,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,1.0*5.0,sin*sin,0.2049313187599182
topology_10_prestress,amp=2.5,sample_1,2,0.7702823229902334,0.8365614797999658,0.8133293983362374,0.8365614797999658,0.8365614797999658,validation,0.32575345039367676,0.14785023033618927,0.3188299536705017,0.2725127935409546,0.1236858069896698,0.26672086119651794,u_f=5.8200Hz_Td=0.500s_sin,1,5.82,0.5,sin,0.3389798402786255
topology_10_prestress,amp=2.5,sample_1,3,0.227925225161001,0.3404048447528719,0.31722560289575963,0.3404048447528719,0.3404048447528719,validation,0.003498010104522109,0.0017777392640709877,0.0034310617484152317,0.0011907395673915744,0.0006051510572433472,0.0011679499875754118,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,0.3093526065349579
topology_10_prestress,amp=2.5,sample_1,4,0.21462960046672508,0.27701236835470855,0.28845695073839717,0.27701236835470855,0.27701236835470855,validation,0.00018100804300047457,0.00021432449284475297,0.0001823046331992373,5.0141468818765134e-05,5.9370537201175466e-05,5.0500639190431684e-05,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,cos*sin,0.23726296424865723
topology_10_prestress,amp=2.5,sample_1,5,0.27365941312025754,0.28475234934826765,0.28422757252052877,0.28475234934826765,0.28475234934826765,validation,0.0009330719476565719,0.00015619900659658015,0.0009028381900861859,0.0002656944270711392,4.447803075890988e-05,0.00025708528119139373,u_f=5.8200Hz_Td=5.000s_sin,1,5.82,5.0,sin,-0.4552370011806488
topology_10_prestress,amp=2.5,sample_1,6,0.04342938425196208,-0.07121337686209839,-0.014974544704617898,0.0,0.0,validation,0.0003575230366550386,4.2101215512957424e-05,0.0003452477103564888,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,sin*cos,0.34000033140182495
topology_10_prestress,amp=2.5,sample_1,7,0.05682556056826038,-0.030382928092655748,0.0052099047344040805,0.0,0.0,validation,0.00018725346308201551,0.0026457919739186764,0.000282933033304289,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,-0.38305261731147766
topology_10_prestress,amp=2.5,sample_1,8,0.42414717043455485,0.5377481050589764,0.5000310571730961,0.5377481050589764,0.5377481050589764,validation,0.11631596088409424,0.11777743697166443,0.11637283861637115,0.0625486895442009,0.06333459168672562,0.06257927417755127,u_f=5.8200Hz_Td=5.000s_cos,1,5.82,5.0,cos,0.45613035559654236
topology_10_prestress,amp=2.5,sample_1,9,0.0736281018884104,-0.09491125429938618,-0.0244279211706655,0.0,0.0,validation,0.0011991100618615746,0.0010285285534337163,0.0011924714781343937,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.3446997404098511
topology_10_prestress,amp=2.5,sample_1,10,0.15044398618433275,-0.5667418742927985,-0.14988146381291334,0.0,0.0,validation,0.004992913454771042,0.0010169653687626123,0.004838180262595415,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,-0.32087305188179016
topology_10_prestress,amp=2.5,sample_1,11,0.1375943668419759,0.04234281105622506,0.08249324168304228,0.04234281105622506,0.04234281105622506,validation,0.003693128004670143,0.0023516968358308077,0.00364092318341136,0.00015637742762919515,9.957745351130143e-05,0.0001541669189464301,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,-0.4150918126106262
topology_10_prestress,amp=2.5,sample_1,12,0.12402101629163464,-0.01855777014226767,0.028460168912667116,0.0,0.0,validation,0.005457368213683367,0.0009384845034219325,0.005281505174934864,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.34464484453201294
topology_10_prestress,amp=2.5,sample_1,13,0.07231187016993201,-0.04419163910791446,0.02228993934373591,0.0,0.0,validation,0.0023041577078402042,0.00016493408475071192,0.0022209049202501774,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,0.4175194501876831
topology_10_prestress,amp=2.5,sample_1,14,0.08126546536932366,-0.02066191806808826,0.006717759117777833,0.0,0.0,validation,0.0005775789613835514,0.0006528114317916334,0.0005805068067274988,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,0.4063897132873535
topology_10_prestress,amp=2.5,sample_1,15,0.08088457517056946,-0.08704034187645093,-0.017602352152851664,0.0,0.0,validation,0.0008776470785960555,0.0022399108856916428,0.0009306626743637025,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.34674909710884094
topology_10_prestress,amp=2.5,sample_1,16,0.0963019341252257,-0.14468047142182194,-0.03409262785146616,0.0,0.0,validation,0.0007481799111701548,4.2297106119804084e-06,0.0007192273624241352,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,-0.32685187458992004
topology_10_prestress,amp=2.5,sample_1,17,0.08705174760782808,-0.04125496949501062,-0.007316348748545254,0.0,0.0,validation,0.00013183934788685292,0.0050264764577150345,0.0003223251842427999,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.500s_cos,2,5.82*5.82,0.2*0.5,sin*cos,-0.29437604546546936
topology_10_prestress,amp=2.5,sample_1,18,0.15874367303433035,0.09921645794889888,0.12106687677064087,0.09921645794889888,0.09921645794889888,validation,0.002548739779740572,0.0016236421652138233,0.0025127374101430178,0.0002528769546188414,0.0001610920298844576,0.00024930492509156466,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,0.5450637936592102
topology_10_prestress,amp=2.5,sample_1,19,0.1555977827275976,0.00950604375615216,0.05640092047438927,0.00950604375615216,0.00950604375615216,validation,0.016622615978121758,0.01826072297990322,0.016686366870999336,0.00015801531844772398,0.00017358723562210798,0.00015862133295740932,u_f=5.8200Hz_Td=0.200s_cos,1,5.82,0.2,cos,-0.6169018149375916
topology_10_prestress,amp=2.5,sample_2,0,0.4666618818477195,0.5262666374026623,0.5267973824667431,0.5262666374026623,0.5262666374026623,validation,0.05473962053656578,0.04883395507931709,0.05452057719230652,0.028807636350393295,0.025699680671095848,0.02869236096739769,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,5.82*5.82,0.5*1.0,cos*sin,0.16943030059337616
topology_10_prestress,amp=2.5,sample_2,1,0.12782184768552418,-0.00938127766623964,0.05591044749539087,0.0,0.0,validation,0.0026405598036944866,0.0008555925451219082,0.0025743546430021524,0.0,0.0,0.0,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,1.0*5.0,sin*sin,0.20479540526866913
topology_10_prestress,amp=2.5,sample_2,2,0.7770003153114668,0.8358635701111867,0.8153330439443937,0.8358635701111867,0.8358635701111867,validation,0.331270307302475,0.13993966579437256,0.32417377829551697,0.27689677476882935,0.1169704720377922,0.2709650695323944,u_f=5.8200Hz_Td=0.500s_sin,1,5.82,0.5,sin,0.33998313546180725
topology_10_prestress,amp=2.5,sample_2,3,0.22734006308902543,0.2800304055224174,0.28045297357405463,0.2800304055224174,0.2800304055224174,validation,0.0032674092799425125,0.0009433512459509075,0.0031812088564038277,0.0009149739053100348,0.0002641670289449394,0.0008908351883292198,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.3116348683834076
topology_10_prestress,amp=2.5,sample_2,4,0.19280785793808863,0.2499403258791758,0.26081499579736545,0.2499403258791758,0.2499403258791758,validation,0.0003156806342303753,0.0007020838093012571,0.0003300124662928283,7.89013211033307e-05,0.00017547905736137182,8.248342055594549e-05,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,cos*sin,-0.23155799508094788
topology_10_prestress,amp=2.5,sample_2,5,0.28550483133795723,0.20150415787569786,0.2498229483931247,0.20150415787569786,0.20150415787569786,validation,0.0008855958585627377,0.00016659937682561576,0.0008589280187152326,0.00017845124239102006,3.357046807650477e-05,0.00017307756934314966,u_f=5.8200Hz_Td=5.000s_sin,1,5.82,5.0,sin,0.45461174845695496
topology_10_prestress,amp=2.5,sample_2,6,0.10262468055798801,-0.16048114560204363,-0.04987839448310494,0.0,0.0,validation,0.0003213759046047926,4.177193477516994e-05,0.00031100527849048376,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,sin*cos,-0.3371807038784027
topology_10_prestress,amp=2.5,sample_2,7,0.08318300405172352,-0.12649276228507134,-0.042305172232151245,0.0,0.0,validation,0.000175501627381891,0.0019070389680564404,0.0002397250063950196,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,0.39106157422065735
topology_10_prestress,amp=2.5,sample_2,8,0.4429341355441444,0.46888824965697473,0.4670871498266038,0.46888824965697473,0.46888824965697473,validation,0.11600486934185028,0.10747893154621124,0.11568863689899445,0.05439332127571106,0.05039560794830322,0.05424504354596138,u_f=5.8200Hz_Td=5.000s_cos,1,5.82,5.0,cos,-0.4546252191066742
topology_10_prestress,amp=2.5,sample_2,9,0.0766841804746653,-0.2738486194101475,-0.12843271654433241,0.0,0.0,validation,0.0012420816347002983,0.0006278262590058148,0.0012192986905574799,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,0.34086543321609497
topology_10_prestress,amp=2.5,sample_2,10,0.15673919949927517,-0.5218648986974388,-0.1361662291968,0.0,0.0,validation,0.004795849788933992,0.0020425247494131327,0.004693727940320969,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,0.3170405328273773
topology_10_prestress,amp=2.5,sample_2,11,0.12055562370002637,-0.00876265327965231,0.04531733055437992,0.0,0.0,validation,0.003571600653231144,0.001945650321431458,0.0035112935584038496,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,0.4086112082004547
topology_10_prestress,amp=2.5,sample_2,12,0.22686051880797986,-0.029292142537084676,0.04566793063918484,0.0,0.0,validation,0.006332265678793192,0.0004515931650530547,0.0061141494661569595,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,-0.33442533016204834
topology_10_prestress,amp=2.5,sample_2,13,0.09060687088307451,-0.07307539179522848,0.007510230639830806,0.0,0.0,validation,0.002247582422569394,0.00018121606262866408,0.0021709399297833443,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,-0.418959379196167
topology_10_prestress,amp=2.5,sample_2,14,0.06263505266337999,-0.027424977166284226,-0.002606476776928268,0.0,0.0,validation,0.0006292087491601706,0.0005476578371599317,0.0006261840462684631,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,0.41605839133262634
topology_10_prestress,amp=2.5,sample_2,15,0.07570753011193354,-0.11087008666679932,-0.035151977652375876,0.0,0.0,validation,0.0007794757257215679,0.0018285898258909583,0.0008183877798728645,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,-0.35097643733024597
topology_10_prestress,amp=2.5,sample_2,16,0.08524045276359105,-0.07602218213292056,0.0031645968702469496,0.0,0.0,validation,0.0005485842702910304,0.00033129422808997333,0.0005405249539762735,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,0.3227897882461548
topology_10_prestress,amp=2.5,sample_2,17,0.09612779211320754,0.00042376155857803965,0.025241326312692713,0.00042376155857803965,0.00042376155857803965,validation,0.0001783997140591964,0.0050821369513869286,0.00036028120666742325,7.559894044106841e-08,2.1536143322009593e-06,1.5267332287294266e-07,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.500s_cos,2,5.82*5.82,0.2*0.5,sin*cos,0.29467302560806274
topology_10_prestress,amp=2.5,sample_2,18,0.1216577452559181,0.04928245723890612,0.07554890201232645,0.04928245723890612,0.04928245723890612,validation,0.002789711579680443,0.002073574112728238,0.002763149794191122,0.00013748384662903845,0.00010219083196716383,0.00013617481454275548,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,-0.5421353578567505
topology_10_prestress,amp=2.5,sample_2,19,0.11041709287087764,0.07584683810956483,0.08695805977808502,0.07584683810956483,0.07584683810956483,validation,0.01670181378722191,0.016111334785819054,0.01667991280555725,0.0012667797273024917,0.0012219938216730952,0.0012651185970753431,u_f=5.8200Hz_Td=0.200s_cos,1,5.82,0.2,cos,0.6178284287452698
topology_10_prestress,amp=2.5,sample_2,20,0.07866896381854172,-0.004904368170527418,0.020646601989926405,0.0,0.0,validation,0.0033707551192492247,0.004327076021581888,0.0034062254708260298,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,-0.36952146887779236
